"LFQ.intensity.H1","LFQ.intensity.H2","LFQ.intensity.H3","LFQ.intensity.L1","LFQ.intensity.L2","LFQ.intensity.L3","Fasta.headers","Reverse","Only.identified.by.site","Protein.IDs","Gene.names"
51309000,22160000,16447000,44732000,21732000,74681000,">sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4;>P02533 SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14","","","P02533;CON__P02533;CON__A2A4G1;CON__Q61782;B3KRA2;A8MT21;P35900;CON__P35900;C9JTG5;Q8N1A0-2","KRT14"
6747100000,5899700000,6935300000,8753300000,9445400000,1.0525e+10,">sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2;>tr|D6PXK4|D6PXK4_HUMAN Alpha actinin 4 short isoform OS=Homo sapiens GN=ACTN4 PE=2 SV=1;>tr|E7EV83|E7EV83_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=4 SV=1;>tr|F5GXS2|F5GXS2_","","","O43707;D6PXK4;E7EV83;F5GXS2;H7C144;D6RH00","ACTN4"
105630000,126250000,95432000,212120000,184200000,171510000,">sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3;>tr|F8W9N7|F8W9N7_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=4 SV=1;>tr|C9JUG7|C9JUG7_HUMAN F-actin-capping protein subunit a","","","P47755;F8W9N7;C9JUG7;B4DG50;B4DE01;F8WED3","CAPZA2"
220700000,127890000,138970000,0,68475000,37022000,">sp|P64519|YODD_ECOLI Uncharacterized protein yodD OS=Escherichia coli (strain K12) GN=yodD PE=4 SV=1","","","P64519","yodD"
77405000,93433000,95307000,172600000,136980000,184640000,">sp|Q6I9Y2|THOC7_HUMAN THO complex subunit 7 homolog OS=Homo sapiens GN=THOC7 PE=1 SV=3","","","Q6I9Y2;H7C5E3","THOC7"
52806000,55913000,34664000,20476000,21868000,21933000,">sp|P77399|FADJ_ECOLI Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) GN=fadJ PE=1 SV=1","","","P77399","fadJ"
3567700,0,0,0,0,0,">sp|Q13362-2|2A5G_HUMAN Isoform Gamma-1 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo sapiens GN=PPP2R5C;>sp|Q13362-3|2A5G_HUMAN Isoform Gamma-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subun","","","Q13362-2;Q13362-3;Q13362;Q13362-4;H0YJ75;F5GWP3;Q96B13;H0YN84;G3V2U3","PPP2R5C"
1434800,0,0,1033500,2057800,1660200,">tr|F5H0M7|F5H0M7_HUMAN Methenyltetrahydrofolate synthase domain-containing protein OS=Homo sapiens GN=MTHFSD PE=4 SV=1;>sp|Q2M296-2|MTHSD_HUMAN Isoform 2 of Methenyltetrahydrofolate synthase domain-containing protein OS=Homo sapiens GN=MTHFSD;>tr|H0YGN7|H","","","F5H0M7;Q2M296-2;H0YGN7;Q2M296;E9PAM1;H3BSD1;H3BQU0","MTHFSD"
115600000,86238000,83516000,108210000,138540000,148480000,">sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1;>tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=4 SV=1;>tr|E9PGQ7|E9PGQ7_HUMAN SNW domain-containing protein 1 OS=Homo sapiens GN=SNW","","","Q13573;G3V3A4;E9PGQ7;G3V4X8;G3V5R3","SNW1"
32882000,45029000,28085000,51620000,61954000,51750000,">sp|P27144|KAD4_HUMAN Adenylate kinase isoenzyme 4, mitochondrial OS=Homo sapiens GN=AK4 PE=1 SV=1;>tr|D3DQ64|D3DQ64_HUMAN Adenylate kinase isoenzyme 4, mitochondrial OS=Homo sapiens GN=AK4 PE=3 SV=1","","","P27144;D3DQ64","AK4"
1873800,0,0,0,2051200,0,">sp|Q8WVS4|WDR60_HUMAN WD repeat-containing protein 60 OS=Homo sapiens GN=WDR60 PE=1 SV=3","","","Q8WVS4;H7C1E8","WDR60"
2042500000,1919300000,2.169e+09,977650000,879380000,874330000,">sp|P00550|PTM3C_ECOLI PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1","","","P00550","mtlA"
0,3660100,0,5428400,4187100,0,">sp|Q5VZK9-2|LR16A_HUMAN Isoform 2 of Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A;>sp|Q5VZK9|LR16A_HUMAN Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1","","","Q5VZK9-2;Q5VZK9","LRRC16A"
4225100,4075300,2641700,0,0,1539200,">sp|P62615|ISPE_ECOLI 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase OS=Escherichia coli (strain K12) GN=ispE PE=1 SV=1","","","P62615","ispE"
1592400000,1676700000,1767100000,717380000,592940000,650690000,">sp|P27248|GCST_ECOLI Aminomethyltransferase OS=Escherichia coli (strain K12) GN=gcvT PE=1 SV=3","","","P27248","gcvT"
250180000,185430000,187350000,58234000,154740000,76655000,">sp|P0AG18|PURE_ECOLI N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) GN=purE PE=1 SV=2","","","P0AG18","purE"
14320000,10416000,11323000,20861000,13187000,11442000,">tr|E5RJI3|E5RJI3_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens GN=CHMP7 PE=4 SV=1;>tr|B4DKJ6|B4DKJ6_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens GN=CHMP7 PE=2 SV=1;>tr|E5RIU9|E5RIU9_HUMAN Charged multivesicular body protein 7","","","E5RJI3;B4DKJ6;E5RIU9;Q8WUX9;E5RFR8","CHMP7"
70059000,92269000,109230000,109160000,81148000,106160000,">sp|Q15427|SF3B4_HUMAN Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1;>tr|Q5SZ64|Q5SZ64_HUMAN Splicing factor 3B subunit 4 (Fragment) OS=Homo sapiens GN=SF3B4 PE=2 SV=1","","","Q15427;Q5SZ64","SF3B4"
22200000,25501000,18120000,26110000,36136000,27613000,">sp|Q658Y4|F91A1_HUMAN Protein FAM91A1 OS=Homo sapiens GN=FAM91A1 PE=1 SV=3;>tr|E7ER68|E7ER68_HUMAN Protein FAM91A1 OS=Homo sapiens GN=FAM91A1 PE=4 SV=1","","","Q658Y4;E7ER68;H0YC80;H0YBR6;G3V120;P0C866","FAM91A1"
2910500,4354000,0,6027600,4743100,4272800,">sp|Q96C00|ZBTB9_HUMAN Zinc finger and BTB domain-containing protein 9 OS=Homo sapiens GN=ZBTB9 PE=1 SV=1","","","Q96C00","ZBTB9"
16124000,14949000,15999000,6065900,5351600,6573100,">sp|P75931|MVIM_ECOLI Virulence factor mviM homolog OS=Escherichia coli (strain K12) GN=mviM PE=1 SV=1","","","P75931","yceM"
1539800,2622800,1709900,1191700,1095800,0,">sp|Q96DZ1-2|ERLEC_HUMAN Isoform 2 of Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1;>tr|B5MC72|B5MC72_HUMAN Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=4 SV=1;>sp|Q96DZ1|ERLEC_HUMAN Endoplasmic reticulum lectin 1 OS=Homo sapiens","","","Q96DZ1-2;B5MC72;Q96DZ1","ERLEC1"
20313000,19776000,17432000,31911000,33678000,45496000,">sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3 PE=1 SV=1;>sp|Q9Y277-2|VDAC3_HUMAN Isoform 2 of Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3;>tr|F5H740|F5H740_HUMAN Voltage","","","Q9Y277;Q9Y277-2;F5H740;E5RK27;E5RFP6;E5RJN6;E5RHZ6;E5RHE1","VDAC3"
3351000,2625100,2680000,9617700,4651800,4581700,">tr|H7C0X4|H7C0X4_HUMAN Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (Fragment) OS=Homo sapiens GN=ALG3 PE=4 SV=1;>tr|B4DS50|B4DS50_HUMAN Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Homo sapiens GN=ALG3 PE=2 SV=1;>sp","","","H7C0X4;B4DS50;Q92685-2;C9J7S5;Q92685;C9JQW2","ALG3"
32487000,16638000,15601000,45249000,44553000,38851000,">sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens GN=SCFD1 PE=1 SV=4;>tr|B7Z5N7|B7Z5N7_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens GN=SCFD1 PE=2 SV=1;>tr|B7Z594|B7Z594_HUMAN Sec1 family domain-containing prote","","","Q8WVM8;B7Z5N7;B7Z594;B7Z4U7;B7Z738;G3V4I1;G3V5F3;G3V3K9;G3V363;H0YJS6;G3V2M8;H0YJY1","SCFD1"
1.3355e+10,1.3497e+10,1.4207e+10,1.9121e+10,2.1719e+10,2.0885e+10,">sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2;>sp|P22626-2|ROA2_HUMAN Isoform A2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1","","","P22626;P22626-2;REV__Q96MU7-2;REV__Q96MU7","HNRNPA2B1"
208460000,152150000,169820000,254870000,204110000,177790000,">sp|Q15165-3|PON2_HUMAN Isoform 3 of Serum paraoxonase/arylesterase 2 OS=Homo sapiens GN=PON2;>sp|Q15165-1|PON2_HUMAN Isoform 1 of Serum paraoxonase/arylesterase 2 OS=Homo sapiens GN=PON2;>sp|Q15165|PON2_HUMAN Serum paraoxonase/arylesterase 2 OS=Homo sapie","","","Q15165-3;Q15165-1;Q15165;G3V1K3;G3XAK4","PON2"
10203000,13707000,18065000,18390000,15524000,35579000,">sp|Q9NX20|RM16_HUMAN 39S ribosomal protein L16, mitochondrial OS=Homo sapiens GN=MRPL16 PE=1 SV=1;>tr|E9PI14|E9PI14_HUMAN 39S ribosomal protein L16, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL16 PE=3 SV=1","","","Q9NX20;E9PI14","MRPL16"
23716000,22033000,26835000,44565000,33355000,22412000,">sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1;>sp|Q6P2E9-2|EDC4_HUMAN Isoform 2 of Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4","","","Q6P2E9;Q6P2E9-2;I3L2F4;I3L0V0;I3L3M2","EDC4"
4031700,5355500,4034400,5496400,4770000,4011100,">tr|H7C173|H7C173_HUMAN Mitotic-spindle organizing protein 2B (Fragment) OS=Homo sapiens GN=MZT2B PE=4 SV=1;>tr|H7C202|H7C202_HUMAN Mitotic-spindle organizing protein 2A (Fragment) OS=Homo sapiens GN=MZT2A PE=4 SV=1;>sp|Q6P582|MZT2A_HUMAN Mitotic-spindle o","","","H7C173;H7C202;Q6P582;Q6NZ67;B8ZZ87;H7BZ50","MZT2B;MZT2A"
1807400,0,0,0,0,2746700,">sp|P37028|BTUF_ECOLI Vitamin B12-binding protein OS=Escherichia coli (strain K12) GN=btuF PE=1 SV=2","","","P37028","btuF"
2712100,2472100,0,2684400,4171300,3342900,">sp|Q9NXS2|QPCTL_HUMAN Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens GN=QPCTL PE=1 SV=2","","","Q9NXS2","QPCTL"
1.6914e+10,1.6957e+10,2.0084e+10,7777200000,8471100000,8080500000,">sp|P0ABB4|ATPB_ECOLI ATP synthase subunit beta OS=Escherichia coli (strain K12) GN=atpD PE=1 SV=2","","","P0ABB4","atpD"
20192000,36002000,24347000,32525000,25358000,39724000,">sp|Q6GMV3|PTRD1_HUMAN Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens GN=PTRHD1 PE=1 SV=1","","","Q6GMV3","PTRHD1"
9337900,11946000,8416200,2527700,1901800,2094300,">sp|P21866|KDPE_ECOLI KDP operon transcriptional regulatory protein KdpE OS=Escherichia coli (strain K12) GN=kdpE PE=1 SV=3","","","P21866","kdpE"
496800000,478110000,423470000,163870000,204980000,189230000,">sp|P0ABF6|CDD_ECOLI Cytidine deaminase OS=Escherichia coli (strain K12) GN=cdd PE=1 SV=1","","","P0ABF6","cdd"
20429000,18060000,17315000,26186000,21311000,30083000,">sp|O76071|CIAO1_HUMAN Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens GN=CIAO1 PE=1 SV=1","","","O76071","CIAO1"
65348000,74266000,67269000,120840000,85330000,99824000,">sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2","","","P26196;Q8IV96","DDX6"
52413000,70403000,57977000,21380000,33172000,21821000,">sp|P0A962|ASPG1_ECOLI L-asparaginase 1 OS=Escherichia coli (strain K12) GN=ansA PE=1 SV=1","","","P0A962","ansA"
34329000,33230000,22785000,41231000,50197000,52936000,">sp|P11802|CDK4_HUMAN Cyclin-dependent kinase 4 OS=Homo sapiens GN=CDK4 PE=1 SV=2;>tr|F8VYH9|F8VYH9_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens GN=CDK4 PE=3 SV=1;>tr|F8VTV8|F8VTV8_HUMAN Cyclin-dependent kinase 4 OS=Homo sapiens GN=CDK4 PE=3","","","P11802;F8VYH9;F8VTV8;F8VWX7;F8VYY1;Q96BE9;F8W1L8;F8VZ51;F8VXD2;B4DNF9;F8VZZ0","CDK4"
3415300,7587700,0,0,0,0,">sp|P31801|CHAA_ECOLI Calcium/proton antiporter OS=Escherichia coli (strain K12) GN=chaA PE=1 SV=1","","","P31801","chaA"
104310000,73190000,100210000,127700000,156390000,149080000,">sp|Q9UK76|HN1_HUMAN Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=3;>tr|B8ZZT7|B8ZZT7_HUMAN Hematological and neurological-expressed 1 protein OS=Homo sapiens GN=HN1 PE=4 SV=1;>sp|Q9UK76-3|HN1_HUMAN Isoform 3 of Hematol","","","Q9UK76;B8ZZT7;Q9UK76-3;Q9UK76-2;F5GY98","HN1"
85577000,73432000,99797000,123110000,125320000,140220000,">sp|Q8IYB8|SUV3_HUMAN ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens GN=SUPV3L1 PE=1 SV=1","","","Q8IYB8;B1AR60","SUPV3L1"
0,0,0,996650,0,0,">sp|O75564|JERKY_HUMAN Jerky protein homolog OS=Homo sapiens GN=JRK PE=2 SV=2","","","O75564","JRK"
15145000,51578000,0,7903200,8405100,9238900,">sp|P22939|ISPA_ECOLI Farnesyl diphosphate synthase OS=Escherichia coli (strain K12) GN=ispA PE=1 SV=1","","","P22939","ispA"
1085200000,1197800000,1232600000,1552500000,1376300000,1413500000,">sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens GN=ARF1 PE=1 SV=2;>sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens GN=ARF3 PE=1 SV=2;>tr|F5H3A6|F5H3A6_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens GN=ARF1 PE=3 SV=1;>tr|F5H4","","","P84077;P61204;F5H3A6;F5H423;B7ZB63;F5H0C7;H0YGG7;F5H1V1;F5H6T5;F8WCJ5;F8WDB3","ARF1;ARF3"
2275400000,2017200000,2491600000,2658400000,2968700000,2709500000,">sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1;>sp|P04350|TBB4A_HUMAN Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2;>tr|B4DJ43|B4DJ43_HUMAN Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=2 SV=1","","","P68371;P04350;B4DJ43;B4DFH6;Q3ZCM7;F8W813","TUBB4B;TUBB4A"
254130000,229500000,217550000,334070000,363060000,298370000,">sp|Q5SSJ5|HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1;>sp|Q5SSJ5-2|HP1B3_HUMAN Isoform 2 of Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3;>sp|Q5SSJ5-3|HP1B3_HUMAN Isoform 3 of Heteroc","","","Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3;B0QZK4;Q5SWC8;B0QZK9;B0QZK8;Q5SSJ5-5","HP1BP3"
36874000,65391000,63889000,93183000,132760000,83518000,">sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2;>tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=4 SV=1;>tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=4 S","","","P18077;F8WBS5;F8WB72;C9K025;Q00037","RPL35A"
0,0,0,0,0,6956800,">tr|B7Z5R2|B7Z5R2_HUMAN Queuine tRNA-ribosyltransferase subunit QTRTD1 OS=Homo sapiens GN=QTRTD1 PE=2 SV=1;>tr|B7Z472|B7Z472_HUMAN Queuine tRNA-ribosyltransferase subunit QTRTD1 OS=Homo sapiens GN=QTRTD1 PE=2 SV=1;>sp|Q9H974|QTRD1_HUMAN Queuine tRNA-ribosy","","","B7Z5R2;B7Z472;Q9H974","QTRTD1"
39308000,48961000,33672000,18367000,17867000,16994000,">sp|P0A821|SELA_ECOLI L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1","","","P0A821","selA"
2.947e+09,2.839e+09,3195100000,1235500000,1223200000,1336700000,">sp|P69805|PTND_ECOLI Mannose permease IID component OS=Escherichia coli (strain K12) GN=manZ PE=1 SV=2","","","P69805","manZ"
2672700000,2238400000,2470300000,1043800000,1.13e+09,1.203e+09,">sp|P75818|YBJP_ECOLI Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1","","","P75818","ybjP"
125490000,147970000,110780000,194620000,217870000,180870000,">sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1","","","Q9H3N1;G3V448","TMX1"
2472000,0,0,0,4150000,0,">sp|P49116|NR2C2_HUMAN Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens GN=NR2C2 PE=1 SV=1;>sp|P49116-2|NR2C2_HUMAN Isoform 2 of Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens GN=NR2C2;>tr|C9JKS0|C9JKS0_HUMAN Nuclear receptor su","","","P49116;P49116-2;C9JKS0","NR2C2"
30589000,29536000,45013000,52570000,65079000,50945000,">tr|F5H365|F5H365_HUMAN Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=4 SV=1;>sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2;>tr|F5H6C4|F5H6C4_HUMAN Protein transport protein Sec23A OS=Homo sapien","","","F5H365;Q15436;F5H6C4;G3V531;B3KXI2;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5X8;G3V4Q2;G3V5K1;G3V299","SEC23A"
2700900,3605500,0,0,0,0,">sp|A1X283|SPD2B_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3;>tr|G3V144|G3V144_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=4 SV=1","","","A1X283;G3V144","SH3PXD2B"
82498000,88518000,79067000,133210000,127970000,148170000,">sp|P11177-2|ODPB_HUMAN Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens GN=PDHB;>sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens GN=PDHB PE=1 SV=3;>sp|P11177-","","","P11177-2;P11177;P11177-3;C9J634;F8WF02","PDHB"
0,0,0,0,0,5956700,">sp|Q9NWA0|MED9_HUMAN Mediator of RNA polymerase II transcription subunit 9 OS=Homo sapiens GN=MED9 PE=1 SV=1","","","Q9NWA0","MED9"
15577000,18815000,14334000,20555000,29816000,22431000,">sp|Q8WXH0|SYNE2_HUMAN Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=1 SV=3;>sp|Q8WXH0-2|SYNE2_HUMAN Isoform 2 of Nesprin-2 OS=Homo sapiens GN=SYNE2;>tr|G3V5X4|G3V5X4_HUMAN Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=4 SV=1;>tr|F8WAA3|F8WAA3_HUMAN Nesprin-2 OS=Homo sapi","","","Q8WXH0;Q8WXH0-2;G3V5X4;F8WAA3;Q8WXH0-7;G3V4T3;G3V3D4;Q8WXH0-9;Q8WXH0-8;G3V403;G3V5N1;REV__H7BZR5;REV__C9JZ76;REV__Q86XH1-2","SYNE2"
27793000,38982000,44719000,56674000,41399000,51916000,">tr|E7EVG1|E7EVG1_HUMAN Smad nuclear-interacting protein 1 OS=Homo sapiens GN=SNIP1 PE=4 SV=2;>sp|Q8TAD8|SNIP1_HUMAN Smad nuclear-interacting protein 1 OS=Homo sapiens GN=SNIP1 PE=1 SV=1","","","E7EVG1;Q8TAD8","SNIP1"
22075000,17609000,18973000,40564000,31378000,30967000,">sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens GN=GINS4 PE=1 SV=1;>tr|E5RFF9|E5RFF9_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens GN=GINS4 PE=4 SV=1","","","Q9BRT9;E5RFF9;Q9BRT9-2;E5RH56","GINS4"
0,3415800,0,0,2461700,0,">sp|P27247|PLSX_ECOLI Phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsX PE=1 SV=2","","","P27247","plsX"
974120000,767840000,1329600000,331910000,417580000,282440000,">sp|P0ADA5|YAJG_ECOLI Uncharacterized lipoprotein yajG OS=Escherichia coli (strain K12) GN=yajG PE=4 SV=1","","","P0ADA5","yajG"
40411000,36883000,26335000,47732000,52224000,37801000,">sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens GN=TRMT6 PE=1 SV=1;>tr|B4DUV6|B4DUV6_HUMAN cDNA FLJ51319, highly similar to tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6 OS=Homo","","","Q9UJA5;B4DUV6;Q9UJA5-2;Q9UJA5-3","TRMT6"
1839200,0,1668300,2050800,3206300,2079300,">tr|B4DS55|B4DS55_HUMAN Coiled-coil domain-containing protein 132 OS=Homo sapiens GN=CCDC132 PE=2 SV=1;>tr|F5H5U7|F5H5U7_HUMAN Coiled-coil domain-containing protein 132 OS=Homo sapiens GN=CCDC132 PE=4 SV=1;>sp|Q96JG6|CC132_HUMAN Coiled-coil domain-containi","","","B4DS55;F5H5U7;Q96JG6;Q75N11;H0Y7Q2;Q5JPD9;H7BZP1","CCDC132;FLJ20097;DKFZp313I2429"
57625000,75904000,56419000,105200000,79383000,74321000,">sp|P30419-2|NMT1_HUMAN Isoform Short of Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1;>sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=1 SV=2","","","P30419-2;P30419;B7Z8J4","NMT1"
22024000,42058000,123910000,70472000,45326000,79187000,">sp|P17096-2|HMGA1_HUMAN Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1","","","P17096-2;E5RIT9",""
92887000,79713000,91219000,43905000,26321000,39559000,">sp|P39315|QOR2_ECOLI Quinone oxidoreductase 2 OS=Escherichia coli (strain K12) GN=qorB PE=1 SV=1","","","P39315","qorB"
93618000,77051000,89571000,129290000,56183000,57440000,">sp|P0A731|MGSA_ECOLI Methylglyoxal synthase OS=Escherichia coli (strain K12) GN=mgsA PE=1 SV=1","","","P0A731","mgsA"
8031000,8042800,6957500,17701000,15182000,11631000,">sp|Q4LE39-2|ARI4B_HUMAN Isoform 2 of AT-rich interactive domain-containing protein 4B OS=Homo sapiens GN=ARID4B;>sp|Q4LE39|ARI4B_HUMAN AT-rich interactive domain-containing protein 4B OS=Homo sapiens GN=ARID4B PE=1 SV=2;>tr|H7C5R6|H7C5R6_HUMAN AT-rich int","","","Q4LE39-2;Q4LE39;H7C5R6;Q4LE39-3;G8JLI1;H0Y7Y8;Q4LE39-4;F8WB31","ARID4B"
7220400,14810000,19837000,5409100,0,0,">sp|P22525|YCBB_ECOLI Probable L,D-transpeptidase YcbB OS=Escherichia coli (strain K12) GN=ycbB PE=3 SV=2","","","P22525","ycbB"
23474000,28846000,30379000,23571000,28366000,23167000,">sp|Q13459-2|MYO9B_HUMAN Isoform Short of Unconventional myosin-IXb OS=Homo sapiens GN=MYO9B;>sp|Q13459|MYO9B_HUMAN Unconventional myosin-IXb OS=Homo sapiens GN=MYO9B PE=1 SV=3","","","Q13459-2;Q13459","MYO9B"
0,8102100,5413200,0,0,2772300,">tr|B4DP24|B4DP24_HUMAN Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=2 SV=1;>sp|Q9BW60|ELOV1_HUMAN Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=1 SV=1","","","B4DP24;Q9BW60","ELOVL1"
359810000,371760000,360650000,598190000,539280000,487330000,">sp|P98082-3|DAB2_HUMAN Isoform 3 of Disabled homolog 2 OS=Homo sapiens GN=DAB2;>sp|P98082|DAB2_HUMAN Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3;>sp|P98082-2|DAB2_HUMAN Isoform 2 of Disabled homolog 2 OS=Homo sapiens GN=DAB2","","","P98082-3;P98082;P98082-2;D6RFF7;D6REB1;D6RIA5","DAB2"
35289000,35849000,53669000,8917700,10295000,8386300,">sp|P77712|FADM_ECOLI Long-chain acyl-CoA thioesterase FadM OS=Escherichia coli (strain K12) GN=fadM PE=1 SV=1","","","P77712","fadM"
0,0,0,0,0,312170,">sp|Q9BYB4-2|GNB1L_HUMAN Isoform 2 of Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens GN=GNB1L;>sp|Q9BYB4|GNB1L_HUMAN Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens GN=GNB1L PE=1 SV=2","","","Q9BYB4-2;Q9BYB4","GNB1L"
1.1977e+10,1.1401e+10,1.1608e+10,1.5013e+10,1.6216e+10,1.4955e+10,">sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1;>sp|P02545-3|LMNA_HUMAN Isoform ADelta10 of Prelamin-A/C OS=Homo sapiens GN=LMNA;>tr|Q6UYC3|Q6UYC3_HUMAN Lamin A/C OS=Homo sapiens GN=LMNA PE=2 SV=1;>tr|D6RAQ3|D6RAQ3_HUMAN Prelamin-A/C O","","","P02545;P02545-3;Q6UYC3;D6RAQ3;E7EUI9;Q5TCJ4;H0YAB0","LMNA"
